actor,imdb_mean
Alexander Strobele,5.9
Alexander Tsekalo,7.2
Alexander Vlahos,7.9
Alexander Wraith,6.3
Alexander Yatsenko,6.6
Alexander Zwart,7.4
Alexandra Beaton,6.1
Alexandra Borbély,7.6
Alexandra Breckenridge,7.5
Alexandra Brunning,7.8
Alexandra Carter,5.7
Alexandra Daddario,5.733333333333334
Alexandra De La Mora,6.3
Alexandra Dinu,5.4
Alexandra Harris,3.9
Alexandra Jiménez,6.675
Alexandra Kahwaji,7.2
Alexandra Maria Lara,6.05
Alexandra Neil,6.1
Alexandra Neldel,6.7
Alexandra Newick,4.9
Alexandra Pomales,7.5
Alexandra Richter,5.8
Alexandra Roach,6.4
Alexandra Shipp,5.8
Alexandra Vandernoot,7.2
Alexandre Cioletti,6.6
Alexandre Harough,6.8
Alexandre Rodrigues,8.6
Alexandre Schreiber,4.6
Alexandre Willaume,7.533333333333334
Alexandria Deberry,4.35
Alexandria Lee,5.4
Alexandria Ocasio-Cortez,7.1
Alexey Tritenko,7.2
Alexia Dox,4.8
Alexia Fast,5.9
Alexia Garcia,6.4
Alexia Rasmussen,5.3
Alexia Twister,5.9
Alexis Ayala,8.2
Alexis Bledel,7.9
Alexis G. Zall,4.8
Alexis Jones,7.9
Alexis Louder,4.4
Alexis Sánchez,4.8
Alexis Tomassian,6.4
Alexis Viera,7.3
Alexis de Anda,6.1
Alexx Ekubo,6.15
Alexx O'Nell,8.4
Alexxis Lemire,6.050000000000001
Alexz Johnson,5.8
Aleyda Gallardo,5.1
Aleyse Shannon,5.6
Alfoniso Lopez,2.6
Alfonso Agra,6.8
Alfonso Freeman,7.4
Alfonso Herrera,7.880000000000001
Alfonso Sánchez,3.8
Alfonso Torregrosa,7.0
Alfonso Tort,7.6
Alfre Woodard,6.871428571428572
Alfred Cheung,5.85
Alfred Enoch,7.699999999999999
Alfred Lutter,7.3
Alfred Molina,6.8
Alfred Munyua,6.5
Alfred Ryder,7.6
Alfred Thomas II,4.0
Alfredo Castro,8.0
Alfredo Rollo,7.6
Algee Smith,5.8
Alhaji Fadika,8.0
Alhamadi Hamad,5.1
Ali A,6.1
Ali Afshar,5.633333333333333
Ali Ahn,6.4
Ali Al Tayeb,7.7
Ali Al-Husseini,7.5
Ali Al-Jabri,8.2
Ali Almarzouqi,2.1
Ali Alsharif,7.3
Ali Alshehabi,4.1
Ali Asghar,2.6
Ali Atay,8.25
Ali Azmat,7.9
Ali Azour,7.0
Ali Badshah,7.7
Ali Bastian,4.3
Ali Bee,8.1
Ali Cook,7.1
Ali El Aziz,7.5
Ali El Sherif,6.4
Ali Erkazan,7.1
Ali Fazal,6.275
Ali Fikry,4.8
Ali Hafiz,7.4
Ali Haji,5.7
Ali Hassan,5.7
Ali Hassanein,6.0
Ali Hillis,5.8
Ali Kazmi,6.2
Ali Labidi,6.4
Ali Larter,6.04
Ali Liebert,6.5
Ali Maerouf Amer,7.0
Ali Marhyar,5.933333333333334
Ali Milner,6.8
Ali Mir,5.7
Ali Nuhu,5.8428571428571425
Ali Rabee,3.8
Ali Rehman Khan,7.1
Ali Sheikh,6.3
Ali Suliman,6.3999999999999995
Ali Sürmeli,8.2
Ali Tataryn,5.2
Ali Wong,7.466666666666666
Ali Yoğurtçuoğlu,6.2
Ali Yörenç,7.3
Ali Zafar,7.05
Ali Çelik,4.5
Ali-Asghar Shahbazi,8.3
Alia Almannai,5.5
Alia Bhatt,7.416666666666667
Alia Nemry,6.5
Alia Shawkat,6.544444444444445
Aliaa Al-Husseini,3.5
Alibaba Akporobome,4.8
Alican Yücesoy,6.4750000000000005
Alice Belaïdi,6.15
Alice Bocchi,5.6
Alice Braga,7.06
Alice Cooper,6.7
Alice Dinnean,6.233333333333333
Alice Drummond,7.5
Alice Englert,6.666666666666667
Alice Eve,6.125000000000001
Alice Greczyn,6.5
Alice Harding,5.7
Alice Isaaz,6.9
Alice Ko,5.866666666666667
Alice Krige,6.050000000000001
Alice Lee,5.8
Alice Li,5.2
Alice Lowe,7.15
Alice Pagani,8.0
Alice Patten,8.2
Alice Pol,6.0
Alice Révérend,6.3
Alice Taglioni,5.3
Alice Valverde,7.6
Alice Ziolkoski,4.5
Alice de Broqueville,8.1
Alice de Lencquesaing,6.4
Alicia Ann Edogamhe,7.1
Alicia Banit,8.1
Alicia Borrachero,6.8
Alicia Calaway,5.6
Alicia Coppola,7.050000000000001
Alicia Fernández,5.5
Alicia Gardiner,8.3
Alicia James,3.5
Alicia Jaziz,7.2
Alicia Leigh Willis,6.8
Alicia Quiñonez,6.8
Alicia Rubio,6.6
Alicia Sandoval,6.6
Alicia Sanz,5.2
Alicia Silverstone,6.15
Alicia Sánchez,6.25
Alicia Vikander,6.8500000000000005
Alicia von Rittberg,7.8
Alicyn Packard,5.6000000000000005
Alie Ward,6.85
Alien Huang,5.5
Aliette Opheim,8.2
Alin Florea,7.6
Alina Berzunteanu,7.9
Alina Boz,7.5
Alina Chivulescu,4.5
Alina Foley,5.5
Alina Kukushkina,7.5
Alina Lozano,7.5
Alina Stiegler,7.6
Aline Borges,7.6
Aline Küppenheim,8.0
Aliocha Schneider,6.2
Alisa Kunkwaeng,7.8
Alisa Lozovskaya,6.5
Alisdair Simpson,7.4
Alisha Bailey,4.9
Alisha Boe,6.9
Alisha Khan,6.0
Alisha Wainwright,5.4
Alison Akin Clark,5.4
Alison Bell,7.5
Alison Brie,7.15
Alison Chand,6.3
Alison Doody,8.2
Alison Fernandez,4.1
Alison MacInnis,6.5
Alison Mandel,3.7
Alison Pill,7.000000000000001
Alison Retzloff,8.7
Alison Thornton,6.7
Alison Wandzura,4.8
Alissa Latow,4.1
Alisson Santiago,6.5
Alistair Abell,6.4
Alistair McGowan,6.8
Alistair Petrie,8.3
Alix Poisson,6.75
Aliyar,6.5
Aliza Vellani,5.8
Alián Devetac,6.5
Aljin Abella,6.5
Alka Amin,6.449999999999999
Alka Badola Kaushal,6.400000000000001
Alka Chawla,8.0
Alkoya Brunson,4.800000000000001
Alla Tumanian,7.2
Allan Corduner,7.2
Allan Graf,5.2
Allan Hawco,7.25
Allan Hyde,6.9
Allan Kournikova,7.4
Allan Lima,7.8
Allan Miller,7.9
Allan Mustafa,7.0
Allan Paule,6.9
Allauddin Khan,7.7
Allegra Clark,7.6
Allegra Masters,6.0
Allen Chen,7.1
Allen Covert,6.1000000000000005
Allen Danziger,6.2
Allen Dizon,6.5
Allen Fiuzat,6.0
Allen Iverson,7.1
Allen Leech,5.6
Allen Maldonado,5.833333333333333
Allen Shubhro,6.9
Allende Blanco,5.2
Allene Quincy,5.9
Alli Neumann,4.7
Alli Willow,4.5
Allie Gallerani,4.8
Allie Grant,7.9
Allie Ji,5.1
Allie MacDonald,5.6
Allison Hossack,5.699999999999999
Allison Janney,7.175000000000001
Allison Lin,7.6
Allison McAtee,5.2
Allison Miller,6.4
Allison Munn,6.4
Allison Paige,5.699999999999999
Allison Strong,5.2
Allison Warnyca,5.7
Allison Williams,6.1
Allu Arjun,7.1
Ally Ioannides,8.0
Ally Sheedy,6.3
Alma Arnal,8.1
Alma Matrecito,7.3
Alma Moreno,6.1
Alma Terzic,4.7
Almira Muhlach,6.2
Alok Chaturvedi,7.2
Alok Gagdekar,7.9
Alok Nath,6.375000000000001
Alok Rajwade,7.5
Alon Aboutboul,7.0
Alon Williams,6.0
Alona Tal,8.0
Alondra Hidalgo,6.550000000000001
Alonzo Muhlach,4.8
Alosian Vivancos,3.8
Aloysius Pang,7.3
Alper Kul,5.6
Alperen Efe Esmer,5.6
Alpha Oumar Barry,5.6
Alphonso Mcauley,6.25
Alphonso Romero Jones II,7.5
Altagracia Guzman,7.2
Altan Erkekli,7.125
Althogali Saif,5.1
Alun Armstrong,7.2
Alva Rogers,6.6
Alvin Abayomi,6.5
Alvin Anson,7.5
Alvin Sanders,5.5
Alvin Wong,7.1
Alwyn Uytingco,6.2
Aly Michalka,6.533333333333334
Alycia Debnam-Carey,5.3
Alycia Delmore,6.166666666666667
Alycia Purrott,6.6
Alyona Chekhova,7.1
Alysha Deslorieux,6.7
Alyshia Ochse,4.5
Alyson Kiperman,6.3
Alyson Leigh Rosenfeld,5.933333333333334
Alyson Standen,6.2
Alyson Stoner,4.9
Alyssa Baker,6.8
Alyssa Chia,8.4
Alyssa Diaz,6.2
Alyssa Goss,3.0
Alyssa Lynch,6.0
Alyssa Milano,6.666666666666667
Alyssa Sutherland,7.1
Alyssya Swales,5.8
Alyvia Alyn Lind,6.550000000000001
Alyy Khan,6.8
Alzaabi Matar,5.1
Alê Abreu,7.6
Am Rashed,5.9
Ama K. Abebrese,6.6000000000000005
Ama Qamata,6.3
Amadeus Serafini,7.3
Amadou Mbow,6.7
Amaechi Muonagor,5.7
Amaia Salamanca,6.275
Amaka Obiechie,5.4
Amal Mohammed,5.9
Amal Unnithan,3.3
Amala,8.1
Amala Paul,6.0
Amalia Vitale,6.9
Amalia Williamson,7.1
Amalia Yoo,7.5
Aman Attar,7.4
Aman Dhaliwal,5.7
Aman Hundal,6.5
Aman Sutdhar,6.2
Aman Uppal,6.4
Amanda Abbington,6.5
Amanda Allan,1.6
Amanda Arcuri,6.9
Amanda Brugel,7.4
Amanda Bynes,6.2
Amanda Campana,7.1
Amanda Cerny,4.4
Amanda Chou,7.133333333333334
Amanda Chu,6.7
Amanda Clayton,6.699999999999999
Amanda Crew,6.733333333333333
Amanda Céline Miller,6.6
Amanda Detmer,5.925000000000001
Amanda Ebeye,6.2
Amanda Foreman,5.1
Amanda Hale,8.1
Amanda Holt,4.3
Amanda Kimmel,5.6
Amanda Lawrence,6.95
Amanda Leighton,5.8
Amanda Müller,3.7
Amanda Nara,7.0
Amanda Orestes,2.7
Amanda Palmer,7.6
Amanda Peet,6.6
Amanda Plummer,8.9
Amanda Righetti,6.95
Amanda Root,6.6
Amanda Schull,5.733333333333334
Amanda Seyfried,6.3999999999999995
Amanda Sohrabi,8.2
Amanda Tapping,8.4
Amanda Wyss,4.55
Amanda Zhou,7.6
Amandla Stenberg,6.550000000000001
Amara La Negra,4.0
Amaraja Patil,6.8
Amari Avery,7.4
Amari McCoy,7.6
Amarildo Kola,7.2
Amarin Nitipon,8.3
Amarjeet Amle,5.6
Amarr M. Wooten,4.9
Amaryllis Fox,7.2
Amaury Nolasco,5.433333333333334
Ambarish Deshpande,8.4
Amber An,7.0
Amber Armstrong,6.3
Amber Barretto,6.3
Amber Beattie,7.8
Amber Brkich,5.6
Amber Chardae Robinson,5.6
Amber Cosich,3.5
Amber Frank,6.466666666666668
Amber Heard,6.2875
Amber Kuo,4.9
Amber Marshall,8.4
Amber Midthunder,4.65
Amber Riley,6.7
Amber Rose,4.7
Amber Rose Revah,6.5
Amber Scott,6.8
Amber Stevens West,5.8
Amber Tamblyn,5.566666666666667
Amber Valletta,6.4
Ambika Mohan,6.2
Ambrose Hsu,5.4
Ambrose Hui,7.2
Ambujakshi,8.3
Ambyr Childers,7.35
Amed Bozan,8.2
Ameena Khalil,7.3
Ameerah Falzon-Ojo,8.6
Ameesha Patel,6.233333333333333
Amel Bouchoucha,6.8
Amelia Curtis,6.6
Amelia Eve,7.4
Amelia Haberman,2.6
Amelia Sheeler,4.3
Amelia Warner,5.5
Amelie Bea Smith,7.4
Amelie Fonlupt,6.2
Amer Chadha-Patel,3.6
America Ferrara,7.6
America Ferrera,7.242857142857142
America Young,6.588888888888889
Amerul Affendi,5.566666666666666
Amey Wagh,6.25
Amgad Elsharqawy,8.1
Ami Koshimizu,7.25
Ami Tomite,7.8
Amiel Cayo,7.3
Amin Bensalem,3.8
Amin El Gamal,6.6
Amin Hajee,5.800000000000001
Amin Joseph,4.933333333333334
Amina Kane,6.7
Amina Khalil,6.599999999999999
Aminah Tjendrakasih,6.8999999999999995
Amir Arison,8.0
Amir Bageria,7.2
Amir Bashir,6.2
Amir El Kacem,6.5
Amir O'Neil,7.1
Amir Raza Hussain,6.4
Amir Talai,6.6
Amir Tessler,6.0
Amir Wilson,5.9
Amira Casar,4.6
Amirah Vann,6.3
Amit Behl,7.3
Amit Kumar,4.6
Amit Kumar Tiwari,5.7
Amit Pachori,6.9
Amit Rahav,8.0
Amit Sadh,7.15
Amit Shah,7.5
Amit Sial,5.616666666666667
Amit Tandon,6.8
Amit Varma,5.2
Amita Khopkar,7.0
Amita Pathak,4.1
Amitabh Bachchan,6.904545454545455
Amitabh Srivastava,7.9
Amith Chakalakkal,6.2
Amitosh Nagpal,6.8
Amjad Khan,6.199999999999999
Aml Ameen,6.566666666666666
Ammar Alfian,6.8
Ammar Rahma,5.9
Ammo 'Too Sweet',8.0
Ammy Virk,6.85
Amol Deshmukh,6.8
Amol Mhatre,4.2
Amol Palekar,7.3
Amole Gupte,7.4
Amos Tamam,5.7
Amparo Grisales,7.5
Amparo Moreno,6.5
Amr Abdel-Geleel,5.933333333333334
Amr Saad,5.666666666666667
Amr Sakr,6.3
Amr Youssef,5.033333333333333
Amrinder Gill,6.6
Amrish Puri,6.721428571428572
Amrit Arora,6.8
Amrit Maghera,7.0
Amrit Pal,6.4
Amrita Acharia,4.800000000000001
Amrita Arora,5.1
Amrita Bagchi,5.8
Amrita Chattopadhyay,6.6
Amrita Prakash,6.6
Amrita Puri,5.033333333333334
Amrita Raichand,7.9
Amrita Rao,6.585714285714286
Amrita Singh,5.8
Amruta Khanvilkar,6.7
Amruta Patki,4.2
Amruta Subhash,7.475
Amrutha Anna Reji,8.0
Amrutha Karagada,7.9
Amund Hellum Noraker,7.2
Amy Acker,7.45
Amy Adams,7.3090909090909095
Amy Aitken,7.5
Amy Beckwith,8.0
Amy Birnbaum,7.2
Amy Brenneman,6.75
Amy Carlson,5.1
Amy Ferguson,5.5
Amy Forsyth,5.2
Amy Green,6.9
Amy Griffiths,6.0
Amy Handley,4.7
Amy Hargreaves,7.099999999999999
Amy Hill,6.35
Amy Huberman,6.166666666666667
Amy Irving,6.95
Amy Jackson,6.1
Amy Jo Johnson,6.5
Amy Johnston,5.6
Amy Landecker,6.775
Amy Manson,3.6
Amy Margolis,7.15
Amy Matysio,6.2
Amy Miller,6.9
Amy Morton,7.4
Amy Okuda,8.25
Amy Parrish,5.5
Amy Pemberton,6.8
Amy Pietz,7.3
Amy Poehler,6.262499999999999
Amy Robinson,7.2
Amy Ryan,5.766666666666667
Amy Sanders,7.2
Amy Saville,5.8
Amy Schumer,4.1
Amy Sedaris,6.675
Amy Seimetz,6.3
Amy Siriya,5.0
Amy Smart,7.016666666666666
Amy Sturdivant,5.2
Amy Tan,7.6
Amy Tsang,6.1
Amy Winehouse,6.3
Amy Yip,5.9
Amy van der Weerden,7.6
Amybeth McNulty,8.7
Amyra Dastur,4.8999999999999995
Amyza Aznan,5.7
Amélia Bittencourt,6.7
Amélia Lacquemant,6.5
An Seo Hyun,7.3
An Seok-hwan,7.8
Ana Begic,7.1
Ana Bertha Espín,7.8999999999999995
Ana Brenda Contreras,7.8
Ana Caetano,6.6
Ana Capri,6.55
Ana Cecília Costa,4.7
Ana Chalentano,7.0
Ana Claudia Talancón,6.25
Ana Cristina Botero,6.05
Ana Druzhynina,1.5
Ana Fernández,7.199999999999999
Ana Gasteyer,6.266666666666667
Ana Girardot,8.1
Ana Golja,6.65
Ana González Bello,7.2
Ana Hartmann,5.4
Ana Julia Yeyé,4.8
Ana Katz,6.3
Ana Layevska,4.7
Ana Lucia Dominguez,7.8
Ana Lucía Domínguez,7.9
Ana López,6.0
Ana López Mercado,7.6
Ana Maria Orozco,7.1
Ana Martín,7.6
Ana María Arango,7.9
Ana María Ayala,8.2
Ana María Cuéllar,6.6
Ana María Estupiñán,7.699999999999999
Ana María Henríquez,5.8
Ana Ortiz,6.15
Ana Polvorosa,7.266666666666666
Ana Radu,1.7
Ana Rujas,6.8
Ana Santos,6.65
Ana Scotney,5.9
Ana Serradilla,7.3
Ana Torrent,8.0
Ana Valeria Becerril,6.8
Ana Villagrasa,7.5
Ana Wagener,5.675
Ana Wills,7.6
Ana Wolfermann,7.3
Ana de Armas,5.6
Ana de la Reguera,5.05
Ana-María Sánchez,7.6
Anabel Ferreira,7.449999999999999
Anabela Teixeira,4.8
Anabelle Acosta,6.7
Anagha LK,6.1
Anahit Simonyan,8.3
Anahí,7.2
Anaitha Nair,6.85
Anajosé Aldrete,5.6
Analeigh Tipton,6.2
Analú Prestes,6.4
Anamaria Marinca,7.5
Anamaya Verma,5.3
Anand,4.3
Anand Abhyankar,6.8
Anand Balraj,7.0
Anand Goradia,7.7
Anand Ingale,7.533333333333332
Anand Ingle,7.7
Anand Kumar,1.9
Anand Sami,6.9
Anand Sampath,8.0
Anand Tiwari,6.6
Ananda Everingham,7.1
Anandhi,7.2
Anandito Dwis,6.6
Anang Desai,6.433333333333334
Anangsha Biswas,4.9
Anant Jog,7.0
Anant Mahadevan,7.1
Anant Nag,6.0
Anant Raina,5.6
Ananth Narayan Mahadevan,5.5
Anantharam Karthik,6.4
Ananya Bhat,6.9
Ananya Melkote,5.3
Ananya Nagalla,8.5
Anarkali Marikar,8.0
Anastasia Bampos,5.9
Anastasia Baranova,5.4
Anastasia Hille,6.4
Anastasia Phillips,6.3
Anatole Taubman,7.7
Anaïs Thomas,6.6
Ande Cunningham,6.8
Anders Baasmo,5.1
Anders Baasmo Christiansen,7.2
Anders Danielsen Lie,7.1
Anders Holm,6.35
Anders Hove,7.2
Anders Juul,8.5
Anders W. Berthelsen,7.2
Andersen Gabrych,6.8
Anderson Silva,7.3
Andi Matichak,5.3
Andie Chen,7.8
Andie MacDowell,6.6
Andile Gumbi,6.7
Andoni Agirregomezkorta,4.6
Andoni Gracia,6.2
Andonis Anthony,6.6
Andovi da Lopez,4.5
Andra Fuller,5.550000000000001
Andre Braugher,6.6
Andre Garcia,6.7
Andre Hyland,6.2
Andre Jacobs,5.6
Andre Kim,6.9
Andre Robinson,5.625
Andre Royo,6.3999999999999995
Andre Squire,4.9
Andrea Aboagye,7.5
Andrea Avery,5.9
Andrea Bang,8.2
Andrea Barber,6.8
Andrea Beltrão,6.0
Andrea Brooks,6.0
Andrea Carballo,7.6
Andrea Carvajal,4.3
Andrea De Oliveira,5.8
Andrea Del Rosario,6.8
Andrea Duro,7.2
Andrea Engelsmann Persson,6.1
Andrea Falzone,6.4
Andrea Frigerio,6.333333333333333
Andrea Germani,8.4
Andrea Grano,5.6
Andrea Guzmán,7.5
Andrea Gómez,7.55
Andrea Jeremiah,7.15
Andrea Kwan,8.3
Andrea Lattanzi,7.1
Andrea Leigh,6.3
Andrea Libman,6.029411764705882
Andrea Londo,8.8
Andrea Lynn Green,5.7
Andrea López,5.95
Andrea Mandalis,6.5
Andrea Martin,6.0
Andrea Martí,6.8
Andrea Menard,8.4
Andrea Moor,7.8
Andrea Navedo,7.05
Andrea Newton,4.7
Andrea Osvárt,5.5
Andrea Pennacchi,5.7
Andrea Quattrocchi,6.0
Andrea Riseborough,7.271428571428571
Andrea Roncato,6.05
Andrea Ros,6.366666666666667
Andrea Roth,6.2
Andrea Runge,5.8
Andrea Savage,7.65
Andrea Stefancikova,5.5
Andrea Sutton,5.2
Andrea Tariang,8.1
Andrea Tenuta,3.2
Andrea Velasco,6.1
Andrea-Marie Alphonse,4.9
Andreas Apergis,6.2
Andreas Pietschmann,8.8
Andreas Segeritz,4.4
Andree Bernard,7.2
Andree Vermeulen,7.133333333333333
Andreea Vasile,7.6
Andrei Gavril,1.7
Andrei Indreies,3.7
Andrei Selaru,1.7
Andrene Ward-Hammond,6.0
Andreo Kamau,6.8
Andres Joseph,6.2
Andreuw Parinussa,7.0
Andrew Airlie,6.4
Andrew Astor,6.8
Andrew Bachelor,6.0
Andrew Bowen,5.85
Andrew Brooke,6.3
Andrew Buchan,7.75
Andrew Buckland,5.6
Andrew Coghlan,3.9
Andrew Collins,6.0
Andrew Craig,6.7
Andrew Crawford,5.8
Andrew Creer,5.5
Andrew Daly,6.05
Andrew Diaz,4.7
Andrew Dice Clay,7.3
Andrew Divoff,3.6
Andrew Duncan,5.9
Andrew Fiscella,5.2
Andrew Francis,7.050000000000001
Andrew Garfield,7.25
Andrew Gillies,7.0
Andrew Gorman,6.3
Andrew Gower,8.8
Andrew Grainger,6.2
Andrew Günsberg,7.6
Andrew Hawley,6.3
Andrew Hefler,5.7
Andrew Herr,5.9
Andrew Hodwitz,6.2
Andrew Howard,5.9
Andrew J. West,5.0
Andrew Kishino,6.4
Andrew Knowlton,7.7
Andrew Laing,6.5
Andrew Lancel,7.4
Andrew Laws,6.7
Andrew Lin,6.7
Andrew Lincoln,8.2
Andrew Lloyd Webber,5.9
Andrew Lopez,5.3
Andrew Lua,5.0
Andrew M. Gray,6.25
Andrew McCarthy,6.5
Andrew McFarlane,7.3
Andrew McNee,5.9
Andrew Neethling,6.3
Andrew Orolfo,5.3
Andrew Phung,8.2
Andrew Pifko,4.2
Andrew Rannells,6.666666666666667
Andrew Reid,7.6
Andrew Robertt,6.9
Andrew Sabiston,5.1
Andrew Sachs,5.8
Andrew Schulz,7.5
Andrew Scott,7.766666666666666
Andrew Shaifer,5.7
Andrew Shaver,6.0
Andrew Shue,7.2
Andrew Simpson,7.2
Andrew Spooner,7.0
Andrew Steel,7.0
Andrew Stewart-Jones,7.9
Andrew Toth,3.133333333333333
Andrew W. Walker,5.6
Andrew Whipp,4.3
Andrew Wilson,6.3
Andrey Dementiev,6.7
Andromeda Godfrey,4.9
Andryan Bima,4.8
Andrzej Chyra,6.8
Andrzej Dobosz,7.6
Andrzej Grabowski,5.8
Andrzej Konopka,6.7
Andrzej Mellin,7.2
Andrzej Mrowiec,6.1
Andrzej Seweryn,7.9
Andrzej Łapicki,6.1
André Bharti,4.5
André Chiang,6.8
André Dussollier,7.3
André Eisermann,6.4
André Eriksen,5.3
André Gonçalves,6.7
André Gordon,7.8
André Holland,6.6
André Leon Talley,6.4
André Luiz Frambach,2.7
André Odendaal,8.9
André Wilms,5.3
Andrés Almeida,6.5
Andrés Baida,6.8
Andrés Couturier,7.4
Andrés Gertrúdix,7.0
Andrés Herrera,5.9
Andrés Iniesta,7.65
Andrés Palacios,7.7
Andrés Parra,7.9
Andrés Pazos,7.0
Andrés Rillón,7.5
Andrés Salas,5.1
Andrés Sandoval,7.9
Andrés Suárez,4.8
Andrés Toro,7.9
Andrés Velencoso,4.8
Andy Abbott,6.15
Andy Beckwith,5.4
Andy Berman,7.5
Andy Buckley,4.85
Andy Burrows,6.3
Andy Calderwood,4.9
Andy Chen,7.9
Andy Dick,5.1
Andy Favreau,5.85
Andy Garcia,6.766666666666666
Andy Gibbins,7.1
Andy Griffith,8.3
Andy Hull,7.0
Andy Kindler,7.7
Andy Lau,6.074999999999999
Andy Liang,5.3
Andy Lucas,5.2
Andy Mackenzie,4.4
Andy McAvin,6.6
Andy McPhee,7.5
Andy Mientus,7.7
Andy Milder,7.75
Andy Milonakis,4.4
Andy Nyman,7.44
Andy Pellick,6.6
Andy Pessoa,7.25
Andy Puddicombe,8.6
Andy Richter,6.428571428571429
Andy Samberg,6.859999999999999
Andy Serkis,7.05
Andy Walken,4.7
Andy Whitfield,8.6
Andy Wu,7.0
Andy Zou,7.0
Ane Dahl Torp,3.1
Anee Icha,8.0
Aneesh Menon,7.3999999999999995
Aneesha Shah,7.2
Aneeta,7.9
Aneirin Hughes,7.6
Anemone Valcke,6.8
Anette Hoff,7.7
Aneurin Barnard,6.3
Angad Bedi,6.383333333333334
Angad Mhaskar,5.9
Angel Alkain,6.2
Angel Bismark Curiel,6.6
Angel Coulby,7.9
Angel David,7.6
Angel Funto Johnson,8.6
Angel Locsin,6.65
Angel Luis Rivera Jr.,5.3
Angel Parker,6.6
Angela Bartys,6.6
Angela Bassett,6.859999999999999
Angela Bundalovic,6.3
Angela Chang,6.95
Angela Cremonte,7.6
Angela Dippe,6.8
Angela Ekeleme,6.6
Angela Galuppo,6.3999999999999995
Angela Gibbs,5.8
Angela Griffin,6.6
Angela Kinsey,4.866666666666667
Angela Lansbury,3.7
Angela Mao,7.7
Angela Mulligan,5.9
Angela Sarafyan,6.55
Angela Scott,8.3
Angela Sithole,5.55
Angela Trimbur,5.2
Angela Vint,6.3
Angela Winkler,7.75
Angela Woods,5.6
Angelababy,8.0
Angeles Woo,8.1
Angelic Zambrana,5.2
Angelica Blandon,7.5
Angelica C. Ferro,6.7
Angelica Panganiban,6.56
Angelica Ross,8.6
Angelina Carballo,7.5
Angelina Chen,7.3
Angelina Fiordellisi,5.7
Angelina Jolie,6.1
Angelina Kirsch,5.9
Angeline Quinto,7.3
Angeline Tan,5.9
Angeline Yap,5.0
Angelines Fernández Abad,5.5
Angelique Boyer,8.0
Angelique Cabral,6.35
Angelo Restaino,5.6
Angelo Tijssens,8.1
Angely Gaviria,6.3
Anggika Bolsterli,6.7
Angie Cepeda,7.033333333333334
Angie Diaz,6.6
Angie Dickinson,7.7
Angie Everhart,4.0
Angie Ferro,7.5
Angie Martinez,7.6
Angie Seow,5.9
Angira Dhar,7.2
Anglie Leung,5.4
Angus Barnett,7.5
Angus MacInnes,5.9
Angus Macfadyen,6.25
Angus McLaren,7.2
Angus Sampson,6.1
Angus T. Jones,3.3
Angus Whinfield,4.6
Angus Wright,6.4
Angélica Aragón,5.900000000000001
Angélica Celaya,7.3
Angélica María,6.4
Angélica Vale,7.3
Angélique Kidjo,6.3
Ani Hovhannisyan,8.3
Ani Iyoho,7.5
Aniello Arena,5.9
Anika Mauer,4.7
Anika Noni Rose,6.566666666666666
Aniket Vishwasrao,6.6
Anikie Maguire,5.8
Anil Dhawan,6.633333333333333
Anil Gawas,5.9
Anil George,6.6
Anil Kapoor,6.033333333333334
Anil Mange,6.15
Anil Rastogi,6.4
Anima Misa,6.5
Anindya Bandopadhyay,5.4
Anindya Banerjee,7.6
Anirban Bhattacharya,4.0
Aniruddha Dave,5.0
Anirudh Agarwal,6.0
Anirudh Tanwar,5.8
Anisa Butt,4.4
Anisa George,6.7
Anisa Nyell Johnson,6.5
Anisa Rahma,6.6
Anish Jethmalani,4.6
Anish Kuruvilla,7.7
Anish Trivedi,4.2
Anisha Ambrose,7.266666666666666
Anisha Victor,6.8
Anita Date,4.4
Anita Devgan,5.783333333333334
Anita Hara,5.1
Anita Kanwal,7.8
Anita Kanwar,7.0
Anita Kravos,5.0
Anita Linda,6.3
Anita Lukmance,6.6
Anita Meet,6.1
Anita Mui,6.633333333333333
Anita Pauls,6.3
Anita Rani,7.3
Anita Shabdeesh,4.9
Anita Shabdish,6.1
Anita Sokołowska,5.5
Anita Vulesica,6.5
Anita Yuen,6.0
Anitta,6.050000000000001
Aniu,5.1
Anja Kling,6.5
Anja Matković,6.7
Anjali,6.725
Anjali Abrol,5.6
Anjali Jathar,6.0
Anjali Nair,6.3
Anjali Patil,6.633333333333333
Anjali Rana,8.2
Anjan Dutt,6.5
Anjan Srivastav,5.999999999999999
Anjana Mumtaz,6.266666666666667
Anjana Sukhani,5.033333333333333
Anjelah Johnson-Reyes,5.8
Anjelica Bette Fellini,7.7
Anjelica Huston,6.7
Anjelika Washington,5.2
Anjori Alagh,6.4
Anju Kurian,7.7
Anju Mahendru,5.2
Anju Suzuki,7.1
Anjul Nigam,7.0
Anjum Batra,6.0
Anke Engelke,6.7
Ankit Arora,8.2
Ankit Gera,6.4
Ankit Narang,6.9
Ankit Raaj,4.9
Ankur Vikal,7.4
Ankush Chaudhari,6.333333333333333
Ankush Choudhary,6.6
Ankush Dubey,7.1
Ann Cusack,7.9
Ann Doran,7.7
Ann Dowd,8.0
Ann Druyan,6.3
Ann Hsu,7.55
Ann Kendrick,6.7
Ann Kok,6.5
Ann Magnuson,6.8
Ann Marie Crouch,6.3
Ann Nelson,6.9
Ann Pirvu,4.3
Ann-Margret,7.099999999999999
Anna Akana,5.199999999999999
