actor,imdb_mean
Swara Bhasker,4.1
Swastika Mukherjee,6.233333333333333
Swati Chitnis,6.85
Swati Rajput,6.25
Swati Semwal,7.1
Sweety Pala,8.5
Swen Temmel,3.3
Syafie Naswip,5.7
Syamsul Yusof,6.2
Sydelle Noel,8.0
Sydney Cope,4.7
Sydney Elise Johnson,7.4
Sydney Lassick,7.4
Sydney Lucas,5.1
Sydney McCallister,8.2
Sydney Meyer,6.1
Sydney Mikayla,8.4
Sydney Park,6.720000000000001
Sydney Rae White,6.2
Sydney Schafer,6.4
Sydney Scotia,3.6500000000000004
Sydney Sweeney,7.5
Sydney Tamiia Poitier,5.1
Sydney Wade,6.6
Sylvain Jailloux,7.3
Sylvain Marcel,6.8
Sylvain Quimene,3.5
Sylvaine Strike,5.7
Sylvester Groth,7.166666666666667
Sylvester McCoy,6.2
Sylvester Stallone,7.028571428571428
Sylvia Earle,7.9
Sylvia Hoeks,5.1
Sylvia Meals,7.3
Sylvia Oluchy,6.9
Sylvia Salustti,5.5
Sylvia Sanchez,6.9
Sylvia Wang,5.1
Sylvie Testud,6.2
Sylvie de Neef,8.3
Symara Templeman,7.7
Symera Jackson,4.1
Syna Anand,6.1
Synnøve Macody Lund,7.5
Syrus Shahidi,3.5
Szabolcs Thuróczy,7.1
Szu-Chia Chen,7.0
Sébastien Brottet-Michel,7.3
Sébastien Lalanne,6.2
Sérgio Cantú,5.5
Sérgio Malheiros,6.05
Sílvia Abril,5.35
Sílvia Bel,6.2
Sílvia Lourenço,2.7
Sílvio Guindane,7.6
Sönke Möhring,7.6
Søren Malling,7.533333333333334
Søren Spanning,8.5
Søren Sætter Lassen,7.9
T'Nia Miller,7.4
T-Bone,4.4
T.C. Stallings,4.3
T.D. Jakes,5.7
T.I.,6.883333333333333
T.J. Atoms,7.3
T.J. Miller,6.633333333333333
T.J. Power,6.3
T.J. Storm,4.9
T.R. Knight,7.6
T.V. Carpio,7.3
TJ Smith,6.5
TJ Trinidad,6.65
TK Sebothoma,4.8
TVV Ramanujam,7.2
Taapsee Pannu,6.6
Taaruk Raina,5.4
Tabitha Nauser,5.0
Tabitha St. Germain,6.641666666666666
Tabu,7.42
Tachakorn Boonlupyanun,6.7
Tachatorn Supanan,7.5
Tack Parunyu Rojanawuttitum,7.8
Tadahiro Nakamura,6.6
Tadanobu Asano,7.1
Tadashi Miyazawa,6.8
Tadeusz Pluciński,7.0
Tadeusz Schmidt,7.0
Tae Hang-ho,5.7
Tae Won-seok,6.8
Tae-goo Eom,7.1
Tae-ho Ryu,8.0
Tae-hwan Kang,4.6
Tae-hyun Nam,4.6
Tae-im Lee,6.633333333333333
Tae-yeol Jeon,3.95
Taecyeon,7.7
Taeko Kawata,6.2
Tagel Eliyahu,7.2
Taha Sönmezisik,5.6
Tahar Rahim,6.5
Taher Abu Lela,5.4
Taher Shabbir,5.4
Taheya Cariocca,6.6
Tahir Raj Bhasin,5.933333333333334
Tahirah Sharif,6.033333333333334
Tai Nguyen,7.8
Tai-Lo Ma,6.5
Taichi Saotome,6.3
Taika Waititi,7.9
Taiki Sato,6.65
Taim Hasan,7.5
Tainá Müller,7.6
Taishi Murata,7.15
Taissa Farmiga,6.150000000000001
Tait Blum,5.5
Tait Fletcher,6.0
Taiten Kusunoki,7.2
Taiwo Familoni,6.7
Taiwo Obileye,6.25
Tajja Isen,6.7
Tak Yuen,7.9
Takaaki Torashima,7.8
Takahiro,6.9799999999999995
Takahiro Azuma,8.3
Takahiro Fujiwara,7.766666666666666
Takahiro Hamada,7.1
Takahiro Mizushima,7.225
Takahiro Sakurai,7.15
Takako Honda,7.566666666666667
Takako Matsu,7.8
Takanori Hoshino,7.033333333333334
Takanori Iwata,6.9799999999999995
Takashi Matsuyama,6.1
Takashi Onozuka,6.3
Takashi Sorimachi,4.6
Takashi Taniguchi,6.0
Takashi Yamanaka,7.433333333333334
Takaya Kuroda,7.4
Takayo Fischer,8.0
Takayuki Kondo,8.2
Takayuki Sugo,6.75
Takayuki Yamada,7.15
Takehiro Hira,7.9
Takehito Koyasu,7.637499999999999
Takemi Fujii,6.1
Takenori Goto,7.8
Takeo Chii,8.3
Takeo Otsuka,7.8
Takeru Sato,6.5
Takeshi Kaga,7.1
Takeshi Kaneshiro,7.300000000000001
Takeshi Koyama,6.1
Takeshi Maeda,7.5
Takeshi Masu,6.0
Taketora,8.0
Takla Chamoun,6.3
Taksaorn Paksukcharern,7.2
Takuma Terashima,7.45
Takumi Saitoh,6.5
Takumi Yamasaki,8.3
Takuro Hijioka,6.8
Takuro Nakakuni,7.2
Takuya Eguchi,7.3
Takuya Iba,5.0
Takuya Kirimoto,6.1
Takuya Sato,6.866666666666667
Takuya Wakabayashi,6.4
Tala Ashe,6.8
Talal El-Jordi,6.0
Talal Jarday,7.1
Talal Mahmood,5.3
Talat Bulut,8.2
Talha Arshad Reshi,7.8
Talia Balsam,6.7
Talia Jackson,6.0
Talia Pura,4.2
Talia Shire,6.88
Taliah Webster,7.4
Taliana Vargas,8.8
Talib Mehdi,4.5
Taline Stewart,6.1
Talitha Eliana Bateman,6.6
Taliyah Whitaker,6.5
Tallulah Haddon,6.3
Tallulah Milligan,7.1
Tam Sin Yin,6.7
Tam Williams,5.3
Tamae Ando,8.4
Tamaki Ogawa,8.4
Tamannaah Bhatia,4.066666666666666
Tamar Amit-Joseph,8.0
Tamar Braxton,5.9
Tamar Novas,6.7
Tamara Arciuch,6.7
Tamara Canosa,6.2
Tamara Dobson,5.9
Tamara Duarte,4.9
Tamara Kiper,4.6
Tamara Mazarraza,7.2
Tamara Mello,6.7
Tamara Smart,5.4
Tamara Taylor,7.05
Tamara Tunie,6.366666666666667
Tamara Vallarta,7.1
Tamer Burjaq,3.7
Tamer Hagras,6.0
Tamer Hassan,7.3
Tamer Hosny,5.699999999999999
Tamer Shaltout,3.5
Tamera Mowry-Housley,6.2
Tami Roman,4.0
Tami Sagher,6.15
Tamim Abdou,5.5
Tamina Pollack-Paris,6.1
Tamir Ben-Yehuda,7.2
Tamir Kapelian,6.8
Tamla Kari,7.2
Tammi Øst,7.2
Tammy Anderson,7.0
Tammy Blanchard,6.824999999999999
Tammy Chen,6.7
Tammy Gillis,4.2
Tammy Lynn Michaels,7.7
Tammy MacIntosh,8.6
Tammy Townsend,5.4
Tamsen McDonough,5.4
Tamsin Egerton,7.2
Tamsin Greig,6.9
Tamsin Heatley,6.1
Tamzin Merchant,5.3
Tan Ai-Chen,7.066666666666666
Tan France,7.475
Tan Jin Chor,8.9
Tanaaz Currim Irani,5.6
Tanaji Galgunde,8.3
Tanay Chheda,4.6
Taneea Rajawat,7.4
Taner Birsel,7.7
Tang Chen-Kang,7.0
Tang Yinuo,7.3
Tania,7.800000000000001
Tania Alvarado,7.3
Tania Dutel,4.55
Tania Gunadi,7.9
Tania Staite,6.0
Tanikella Bharani,8.1
Tanja Schleiff,7.8
Tanmay Dhanania,4.449999999999999
Tanna Barthel,5.7
Tanner Beard,5.2
Tanner Buchanan,8.05
Tanner Thomason,6.4
Tannishtha Chatterjee,6.787500000000001
Tanny Tien Ni,6.0
Tansu Biçer,8.1
Tanta Ginting,7.0
Tantoo Cardinal,6.950000000000001
Tanuj Virwani,5.8
Tanuja,7.133333333333334
Tanushree Dutta,6.4
Tanushree Kaushal,6.6
Tanusree Chakraborty,5.8
Tanutchai Wijitvongtong,6.55
Tanveer Ghani,5.95
Tanvi Azmi,5.85
Tanvi Ram,7.6
Tanvi Vyas,3.1
Tanvir Singh,4.1
Tanya Chisholm,6.4
Tanya Fear,7.8
Tanya Franks,8.4
Tanya Nasr,7.2
Tanya Newbould,4.4
Tanya Reynolds,6.2
Tanya Roberts,8.1
Tanya Streeter,8.0
Tanya Winsor,5.7
Tanya van Graan,5.6
Tao Somchai Khemklad,7.8
Tao Tsuchiya,8.1
Tapsee Pannu,6.7
Tara Breathnach,7.5
Tara Buck,6.1
Tara Deshpande,6.3
Tara Emad,6.233333333333333
Tara Fitzgerald,6.666666666666667
Tara Leigh,3.1
Tara Lynne Barr,6.0
Tara Lynne O'Neill,8.4
Tara Macri,7.1
Tara Meyer,7.8
Tara Morice,7.65
Tara Pacheco,5.6
Tara Robinson,4.5
Tara Sands,7.25
Tara Sharma,8.3
Tara Strong,6.678947368421052
Taraana Raja,6.7
Taraji P. Henson,6.666666666666667
Taran Bajaj,7.8
Taran Killam,6.5
Tarana Marwah,7.4
Taranjit Kaur,8.0
Tardu Flordun,7.2
Tarek El Ebiary,6.1
Tarek El Tilmisany,8.0
Tarek Lotfy,6.8
Tarek Yaacoub,7.2
Tareq Abdalla,4.1
Tarik Belmekki,7.1
Tarik Davis,4.9
Tarik Ergin,7.8
Tariq Almuhairi,5.5
Tariq Tamim,6.0
Tarisa Preechatangkit,6.0
Tarita,7.7
Tarlochan Singh,5.7
Taro Yamaguchi,6.6
Taron C. Hensley,6.7
Taron Egerton,7.65
Tarra Budiman,6.9
Tarra Riggs,8.0
Tarryn Alberts,5.5
Tarun Arora,7.9
Tarun Bajaj,4.2
Tarun Khanna,4.9
Tarun Mehta,6.9
Tarun Ratnani,4.1
Tarun Wadhwa,4.6
Tarusuke Shingaki,7.0
Taryn Manning,7.05
Tarynn Wyngaard,5.4
Tarık Akan,6.5
Tarık Papuççuoğlu,5.2
Tarık Ünlüoğlu,5.949999999999999
Tasha Smith,6.166666666666667
Tashneem Lyngdoh,8.5
Taskya Namya,6.9
Tasma Walton,6.4
Tasuku Hatanaka,6.7
Tat-Ming Cheung,6.266666666666667
Tata Vega,7.4
Tatanka Means,6.8
Tatchapol Thitiapichai,7.8
Tate Donovan,6.65
Tate Ellington,6.4
Tate Taylor,7.1
Tathastu,7.2
Tati Gabrielle,7.5
Tatiana Maslany,6.949999999999999
Tatiana Pauhofová,4.1
Tatjana Saphira,5.7
Tato,6.5
Tato Alexander,5.8
Tatsuhisa Suzuki,7.550000000000001
Tatsuomi Hamada,8.5
Tatsuya Nakamura,6.633333333333333
Tatum Marilyn Hall,6.6
Tatum McCann,7.1
Tatum O'Neal,5.5
Taufiq Hanafi,5.2
Tauquir Ahmed,7.4
Tava Smiley,5.6
Tavi Gevinson,5.9
Tawfik El Deken,7.0
Tawny Newsome,7.4
Tay Ping Hui,7.633333333333333
Tay Zonday,3.6
Taye Diggs,6.8999999999999995
Taylar Hender,4.3
Taylor Abrahamse,5.6
Taylor Caniff,3.7
Taylor Clarke-Hill,6.1
Taylor Dearden,5.5
Taylor Dooley,4.15
Taylor Frost,4.3
Taylor Henry,7.9
Taylor James,4.4
Taylor John Smith,5.566666666666666
Taylor Kinney,4.8
Taylor Kitsch,6.4
Taylor Lautner,5.300000000000001
Taylor Momsen,6.800000000000001
Taylor Mosby,6.9
Taylor Negron,7.0
Taylor Nichols,6.15
Taylor Richardson,6.1
Taylor Rouviere,8.0
Taylor Russell,6.25
Taylor Schilling,6.333333333333333
Taylor Swift,7.9
Taylor Thorne,7.1
Taylor Tomlinson,6.233333333333334
Taylor Zakhar Perez,5.8
Taylour Paige,7.1
Taz Skylar,6.3
Tchéky Karyo,7.1000000000000005
Teach Grant,5.9
Teairra Mari,4.4
Teca Pereira,5.4
Ted Atherton,6.1
Ted Danson,6.966666666666668
Ted Duran,7.7
Ted Dykstra,5.1
Ted Ferguson,5.9
Ted Hartley,5.7
Ted Kaczynski,7.2
Ted Lange,4.2
Ted Levine,5.8
Ted Lewis,7.2
Ted McGinley,5.766666666666667
Ted Raimi,7.6
Ted Welch,5.95
Tedd Chan,4.6
Teddy Chen,5.1
Teddy Cole,3.3
Teddy Corpuz,6.5
Teddy Moynihan,6.1
Teddy Sears,7.6
Tedros Teclebrhan,7.8
Teera Pratumtree,6.7
Teeradon Supapunpinyo,7.533333333333334
Teeranai Na Nongk้hai,7.5
Teeshay,4.4
Teetatch Ratanasritai,6.9
Tegan Moss,6.3
Tegan West,6.7
Tegwen Tucker,6.2
Teiyu Ichiryusai,7.1
Tej Raj,3.3
Teja Sajja,7.4
Tejashree Pradhan,6.9
Tejaswini Kolhapure,8.0
Tejaswini Pandit,5.4
Telma Hopkins,6.066666666666666
Telma Souza,7.8
Temarii Buillard,6.9
Temi Otedola,6.0
Tempestt Bledsoe,7.0
Temuera Morrison,4.8
Tendai Nguni,6.1
Tendaiishe Chitima,6.1
Teni Panosian,4.4
Tenika Davis,5.7
Tenoch Huerta,5.85
Tenz McCall,8.6
Tenzing Dalha,7.0
Tenzing Norgay Trainor,6.3
Teo Halm,5.8
Teo Yoo,7.0
Teodora Duhovnikova,7.0
Teoman Kumbaracıbaşı,6.300000000000001
Teotola Maka,6.4
Tequan Richmond,8.2
Tere Monroy,5.5
Terele Pávez,5.733333333333333
Terence Bayler,8.1
Terence Blanchard,7.1
Terence Bridgett,4.8
Terence J. Rotolo,6.733333333333333
Terence Maynard,3.7
Terence Rosemore,5.3
Terence Stamp,6.1499999999999995
Teresa Biter,4.8
Teresa Daley,6.9
Teresa Gallagher,7.5600000000000005
Teresa Marczewska,7.2
Teresa Monroy,6.6
Teresa Palmer,6.342857142857142
Teresa Rabal,5.4
Teresa Riott,6.2
Teresa Wright,7.2
Teresa Yenque,6.1
Teri Hatcher,6.566666666666666
Teri McMinn,6.2
Teri Polo,6.2
Teri Reeves,4.05
Terrance Smith,6.9
Terrence 'T.C.' Carson,6.2
Terrence Howard,6.557142857142858
Terrence Little Gardenhigh,5.1
Terrence Mann,8.3
Terrence Scammell,5.133333333333334
Terri Abney,7.0
Terri Douglas,7.1
Terri Kwan,6.5
Terri Oliver,6.3
Terry Chen,5.7
Terry Crews,5.788888888888888
Terry Dale Parks,5.3
Terry Farrell,8.0
Terry Gilliam,8.0
Terry Holland,6.9
Terry Jones,8.02222222222222
Terry Kinney,5.699999999999999
Terry Klassen,6.8
Terry McGurrin,6.3
Terry O'Quinn,7.7
Terry Rogers,4.7
Terry Serpico,6.3
Terry Stone,5.4
Terry Walters,6.6
Teruaki Ogawa,7.1
Tesarnia Oree,5.9
Tess Fowler,7.4
Tess Haubrich,7.2
Tess Meyer,7.5
Tessa Albertson,5.6
Tessa Ia,6.8
Tessa Thompson,6.6000000000000005
Tessho Genda,8.8
Tetchie Agbayani,6.05
Tetsu Inada,7.65
Tetsu Shiratori,7.65
Tetsu Watanabe,5.8
Tetsuji Tamayama,7.6000000000000005
Tetsuya Bessho,6.7
Tetsuya Iwanaga,8.5
Tetsuya Kakihara,8.020000000000001
Tetta Sugimoto,6.4
Teté Espinoza,7.449999999999999
Teuila Blakely,6.9
Teun Kuilboer,5.6
Teun Peters,4.3
Tewfik Jallab,4.5
Texas Battle,5.74
Teya Patt,5.2
Teyana Taylor,6.3
Teyonah Parris,6.0
Thabang Molaba,6.05
Thabo Malema,5.9
Thabo Rametsi,6.4
Thaddea Graham,5.9
Thaddeus Shafer,4.0
Thaer Al-Shayei,7.1
Thagubothu Ramesh,5.6
Thai Nguyen,7.8
Thaila Ayala,4.1
Thalaivasal Vijay,4.1
Thali García,7.5
Thamela Mpumlwana,7.05
Thammegowda S.,8.2
Thana Srisuke,5.4
Thanabordee Jaiyen,7.1
Thanadol Auepongs,7.6
Thanapatpisal Sananthachat,6.9
Thanapob Leeratanakajorn,7.55
Thanawetch Siriwattanakul,7.8
Thandeka Nodada,5.7
Thandi Modise,7.4
Thandie Newton,7.175000000000001
Thaneth Warakulnukroh,7.433333333333333
Thanh Hoa,6.3
Thanh Pham,5.8
Thanongsak Suphakan,5.4
Thanuja Karthik,6.2
Thanusree Ghosh,5.4
Thanya López,6.8
Thanyanan Pipatchaisiri,6.9
Tharoth Sam,5.5
Thati Lopes,5.7
Thawat Pornrattanaprasert,6.3999999999999995
Thayer David,8.1
Thaynara Og,5.6
Thaís Schier,6.9
The Kid Mero,5.75
Thea Petrie,6.3
Theebaan Govindasamy,5.2
Theeradej Wongpuapan,7.2
Theerapat Sajakul,7.0
Thelma Buabeng,5.3
Thelma Ezeamaka,6.2
Thelonious Monk,7.6
Thelonius Serrell-Freed,7.5
Thembi Seete,4.8
Thembisa Mdoda,6.6
Thenjiwe Moseley,5.6
Theo Campbell,5.3
Theo Devaney,5.35
Theo Germaine,7.5
Theo James,6.433333333333334
Theo Marcuse,7.3
Theo Rossi,5.7
Theo Stockman,7.2
Theo Tagand,4.6
Theo Taplitz,6.7
Theo Von,5.6
Theodore Barnes,5.6
Theodore Bikel,5.7
Theodore Pellerin,5.5
Theodore Slauson,6.6
Theresa Frostad Eggesbø,7.5
Theresa Randle,6.75
Theresa Russell,6.2
Theresa Saldana,8.2
Theresa Sutera,4.4
Theresa Tilly,7.5
Thiago Martins,6.4
Thiago Ventura,6.65
Thibault De Montalembert,8.3
Thich Nhat Hanh,6.3
Thierry Ballarin,5.7
Thierry Godard,7.0
Thierry Hancisse,6.1
Thierry Henry,8.0
Thierry Jahn,6.9
Thierry Mercier,8.2
Thijs Römer,7.2
Thirawat Ngosawang,7.3
Thiti Mahayotaruk,6.9
Thitinan Khlangphet,7.8
Thitirat Rojsangrat,6.0
Thom Barry,7.7
Thom Green,8.1
Thom Rivera,7.1
Thom Yorke,7.7
Thomas Arnold,5.5
Thomas Bair,5.4
Thomas Barbusca,6.1
Thomas Blanchard,6.4
Thomas Brodie-Sangster,7.35
Thomas Chaanhing,6.1
Thomas Cocquerel,6.15
Thomas Davison,7.1
Thomas Dekker,5.833333333333333
Thomas Doherty,6.8
Thomas Doret,7.0
Thomas Elms,6.8
Thomas F. Wilson,6.4
Thomas Francis Murphy,6.9
Thomas Gibson,5.9
Thomas Guitard,8.2
Thomas Gullestad,6.25
Thomas Gumede,5.3
Thomas Haden Church,5.800000000000001
Thomas J. Kannampuzha,8.3
Thomas Jane,6.066666666666666
Thomas Jay Ryan,6.1
Thomas Kretschmann,6.25
Thomas Lacey,8.1
Thomas Lennon,6.36
Thomas Levin,8.5
Thomas Loibl,7.8
Thomas Mann,6.0
Thomas McDonell,6.6
Thomas Middleditch,6.4
Thomas Mitchell Barnet,7.4
Thomas Nawilis,7.6
Thomas Ong,4.1
Thomas Prenn,6.7
Thomas Rosales Jr.,6.5
Thomas Sagols,6.5
Thomas Scimeca,6.4
Thomas Stipsits,7.4
Thomas Thieme,7.75
Thomas Turgoose,6.5
Thomas Vandenberghe,3.2
Thomas Velderman,7.6
Thomas W. Gabrielsson,8.4
Thomasin McKenzie,6.65
Thomás Aquino,6.4
Thomás Lepera,6.4
Thongkanthom Thongchai,5.9
Thongpoom Siripipat,6.3
Thony,7.1
Thor Bishopric,5.9
Thor Lok,7.5
Thora Birch,7.175
Thorbjørn Harr,5.1
Thorsten Merten,6.7
Thorston Manderlay,6.3
Thu Trang,6.6
Thure Lindhardt,6.2
Thuy Trang,6.5
Théo Cholbi,6.2
Théo Costa-Marini,6.3
Théo Fernandez,7.7
Tia Carrere,7.5
Tia Hendricks,5.1
Tia Lee,6.7749999999999995
Tia Lynn Ballard,7.85
Tia Mowry-Hardrict,6.5
Tiago Correa,7.0
Tian Gao,6.7
Tian Xiaojie,6.9
Tian Yu,6.3
Tian Zhi-jie,7.3
Tiarnie Coupland,5.2
Tiaré Scanda,5.7
Tiberio Cruz,7.9
Ticha Wongthipkanont,6.3
Tichina Arnold,5.6
Ticoon Kim,5.4
Tien Hsiang Lung,7.3
Tien Hsin,7.3
Tien-chi Cheng,7.3
Tiera Skovbye,5.8
Tiet Wo Chu,6.9
Tiffani Thiessen,7.5
Tiffany Boone,5.6
Tiffany Brouwer,8.0
Tiffany Elefano,6.6
Tiffany Espensen,5.4
Tiffany Fallon,6.7
Tiffany Haddish,6.316666666666667
Tiffany Hsu,5.7
Tiffany Kathryn,5.7
Tiffany Leong,6.466666666666666
Tiffany Mulheron,7.1
Tiffany Pisani,7.7
Tiffany Shepis,3.3
Tiffany Snow,5.2
Tiffany Tang,7.0
Tiffany Tenille,7.5
Tiffany Zhou,6.0
Tig Notaro,7.166666666666667
Tiger Chen,6.166666666666667
Tiger Shroff,4.1
Tight Eyez,7.1
Tigmanshu Dhulia,6.35
Tihana Lazovic,6.7
Tijmen Govaerts,8.1
Tika Bravani,6.7
Tiki Barber,7.3
Tikriti Shabudin,8.2
Tiku Talsania,6.225
Til Schweiger,8.3
Tilda Cobham-Hervey,6.6
Tilda Jenkins,6.5
Tilda Swinton,6.8999999999999995
Tiler Peck,7.1
Tillie Amartey,6.6
Tillotama Shome,7.366666666666667
Tim Abell,3.2
Tim Ahern,5.7
Tim Allen,5.5
Tim Aslam,6.7
Tim Bagley,5.5
Tim Barlow,8.0
Tim Bee,8.1
Tim Blake Nelson,6.666666666666666
Tim Burns,6.9
Tim Conway,4.4
Tim Curry,5.5
Tim Daly,7.15
Tim DeKay,8.7
Tim Dillon,5.9
Tim Donadt,6.8
Tim Downie,8.3
Tim Griffin,6.2
Tim Grothe,5.5
Tim Guinee,6.1
Tim Gunn,6.15
Tim Heidecker,7.7
Tim Herlihy,6.0
Tim Hodge,7.7
Tim Hopper,4.3
Tim Kalkhof,7.2
Tim Kalpakis,6.7
Tim Kelleher,7.3
Tim Key,5.5
Tim Lagasse,7.8
Tim Matheson,7.033333333333334
Tim McGraw,5.7
Tim McInnerny,6.199999999999999
Tim Meadows,4.533333333333333
Tim Minchin,8.1
Tim Noonan,5.6
Tim Oliver Schultz,5.3
Tim Piggott-Smith,6.4
Tim Pigott-Smith,7.220000000000001
Tim Plester,6.1
Tim Pocock,8.1
Tim Post,6.9
Tim Quill,6.7
Tim Reid,6.633333333333333
Tim Rice,5.9
Tim Robbins,7.9
Tim Robinson,7.2
Tim Rose,7.0
Tim Roth,6.739999999999999
Tim Rozon,7.95
Tim Russ,7.949999999999999
Tim Seyfi,7.0
Tim Thomerson,7.6
Tim Tolin,7.3
Time Winters,8.5
Timini Egbuson,7.0
Timm Sharp,5.6000000000000005
Timm Vladimir,7.2
Timmy Hung,7.25
Timmy Reyes,7.1
Timo Nieminen,4.3
Timon Kyle Durrett,4.75
Timothy Balme,6.4
Timothy Busfield,7.7
Timothy Dalton,7.1
Timothy Davis-Reed,8.8
Timothy E. Brummund,3.7
Timothy Eulich,7.0
Timothy Hutton,8.2
Timothy Lee DePriest,3.8
Timothy Olyphant,7.125
Timothy Omundson,6.1
Timothy Simons,6.400000000000001
Timothy Spall,7.3
Timothy Ware-Hill,7.7
Timothée Chalamet,6.720000000000001
Tina Bursill,7.8
Tina Casciani,6.8
Tina Chou,7.4
Tina Cook,5.7
Tina Desae,8.3
Tina Fey,6.779999999999999
Tina Haller,5.8
Tina Holmes,6.8
Tina Mba,6.028571428571429
Tina Munim,5.0
Tina Pica,6.5
Tina Sáinz,5.6
Tina Wesson,5.6
Tinarie van Wyk Loots,8.9
Tine Stapelfeldt,5.8
Tinesh Sarathi Krishnan,6.9
Ting Liu,5.1
Ting Tan,7.2
Tini Tom,6.05
Tinka Furst,5.7
Tinker Hatfield,8.4
Tinna Harahap,6.8
Tinna Hrafnsdóttir,7.1
Tinnu Anand,5.415384615384615
Tino Martinez,5.8
Tiny Bertels,7.8
Tio Pakusadewo,6.666666666666667
Tioreore Ngatai-Melbourne,7.9
Tiphaine Daviot,6.266666666666667
Tiriel Mora,6.3
Tirso Cruz III,6.15
Tirth Sharma,7.5
Tisca Chopra,6.233333333333333
Tisha Campbell-Martin,6.25
Tishuan Scott,5.4
Titikarn Tongprasearth,7.1
Tito Ortiz,3.9
Tito Valverde,5.35
Tito Wilson,8.0
Titus Covington,2.6
Titus Kinimaka,7.0
Titus Makin Jr.,7.3
Tituss Burgess,6.814285714285715
Tiwari,7.4
Tiya Sircar,6.099999999999999
Tj Isa,6.2
Toa Yukinari,7.766666666666666
Tobey Maguire,6.9
Tobi Bamtefa,7.5
Tobias Borchers,6.2
Tobias Jelinek,4.7
Tobias Kersloot,5.6
Tobias Menzies,7.0
Tobias Santelmann,7.666666666666667
Tobias Truvillion,4.6
Tobie Dela Cruz,7.4
Tobin Bell,5.9
Toby Huss,5.957142857142856
Toby Jaffe,8.2
Toby Jones,6.76
Toby Kebbell,7.040000000000001
Toby Lee,6.5
Toby Leonard Moore,7.0
Toby Mac,4.4
Toby Nichols,4.5
Toby Onwumere,8.3
Toby Poser,6.1
Toby Regbo,7.5
Toby Sebastian,6.0
Toby Stephens,6.8999999999999995
Toby Truslove,7.2
Toby Wallace,7.1
Tod Fennell,7.3
Todd Barry,6.85
Todd Cummings,6.8
Todd Field,8.0
Todd Glass,5.1
Todd Grimes,6.4
Todd Grinnell,8.2
Todd Haberkorn,7.116666666666666
Todd Louiso,6.4
Todd Scott,5.9
Todd Standing,4.0
Todrick Hall,6.7
Todsapol Maisuk,8.3
Togo Igawa,4.8
Tokala Black Elk,6.4
Toke Makinwa,7.3
Toki Pilioko,6.4
Tokio Emoto,6.949999999999999
Toko Miura,6.550000000000001
Toks Olagundoye,7.0
Tokunbo Idowu,6.8
Tolga Canbeyli,4.8
Tolga Pancaroğlu,7.4
Tolga Tekin,8.0
Tolga Çevik,6.166666666666667
Tolu Ogunmefun,6.8
Tom Aldredge,7.3
Tom Alter,5.4399999999999995
Tom Amandes,6.8
Tom Andrews,7.5
Tom Arnold,5.949999999999999
Tom Audenaert,6.8999999999999995
Tom Barnett,7.0
Tom Barrer,6.5
Tom Basden,7.35
Tom Bennett,6.0
Tom Berenger,6.800000000000001
Tom Berninger,6.3
Tom Bower,6.3
Tom Brittney,7.7
Tom Brogan,8.3
Tom Brokaw,7.6
Tom Budge,6.4
Tom Burke,5.733333333333333
Tom Cavanagh,7.7
Tom Chambers,7.7
Tom Clarke-Hill,6.1
Tom Costanzo,5.6
Tom Courtenay,7.400000000000001
Tom Crisp,4.1
Tom Cruise,8.0
Tom Cullen,6.8
Tom Dyckhoff,7.4
Tom Ellis,8.1
Tom Everett,5.9
Tom Everett Scott,6.359999999999999
Tom Fairfoot,5.2
Tom Fassaert,7.0
Tom Felton,5.9
Tom Fujita,6.0
Tom Gleisner,5.8
Tom Glynn-Carney,7.2
Tom Goodman-Hill,8.1
Tom Green,5.2250000000000005
Tom Guiry,7.800000000000001
Tom Hanks,7.212500000000001
Tom Hardy,7.7
Tom Hiddleston,7.5249999999999995
Tom Hines,5.6
Tom Holland,7.550000000000001
Tom Hollander,6.919999999999999
Tom Hopper,4.1
Tom Hulce,7.5
Tom Hulshof,6.9
Tom Hygreck,3.5
Tom Kane,6.533333333333334
Tom Kenny,6.7
Tom Kilgallon,8.3
Tom Lenk,6.6
Tom Lipinski,5.0
Tom Maden,7.3
Tom Malley,6.9
Tom McCamus,8.1
Tom McCarthy,7.9
Tom McGrath,6.8
Tom McKay,5.7
Tom Morton,7.7
Tom Noonan,8.3
Tom Nowicki,7.6
Tom O'Brien,5.6
Tom Papa,6.55
Tom Payne,5.45
Tom Pelphrey,7.0
Tom Petty,6.9
Tom Poon,5.3
Tom Rhys Harries,5.3
Tom Rodriguez,5.199999999999999
Tom Savini,6.5
Tom Scarlett,3.8
Tom Schilling,7.0
Tom Segura,7.133333333333334
Tom Selleck,6.2
Tom Sizemore,6.633333333333334
Tom Skerritt,6.6
Tom Stoddart,5.4
Tom Sturridge,5.85
Tom Sweet,5.6
Tom Trouffier,6.9
Tom Turner,7.2
Tom Van Dyck,6.8
Tom Vermeir,7.1
Tom Virtue,6.5
Tom Waes,7.9
Tom Waits,7.0
Tom Ward,7.3
Tom Wayland,5.8
Tom Welling,8.1
Tom Weston-Jones,7.3
Tom Whyte,6.9
Tom Wilkinson,6.216666666666668
Tom Wlaschiha,7.0
Tom Wood,6.9
Tom Woodruff Jr.,5.7
Tom Wright,5.35
Tom Wu,7.9
Tomas Arana,6.0
Tomas von Brömssen,6.8
Tomasz Bagiński,6.7
Tomasz Karolak,5.5
Tomasz Oświeciński,5.8
Tomasz Stockinger,3.2
Tomasz Włosok,6.8
